Food counter 	Food type	Sub-category	Region	Year of study	Report type	"kg CO2-eq/kg produce, BFM or L after conversion"	Notes (conventional farming assumed unless stated)	Reference	reference number
Meat Counter	Beef	Ruminants	Brazil	2009	Report	40.29		"Cederberg, C., Meyer, D. & Flysjö, A., (2009), Life Cycle Inventory of greenhouse gas emissions and use of land and energy of Brazilian beef exported to Europe, SIK-Rapport 792, accessed 13/02/2015 from http://www.konkurrensverket.se/globalassets/upphandling/hallbarhet/life-cycle-inventory-of-greenhouse-gas-emissions-and-use-of-land-and-energy-in-brazilian-beef-production-sik-2009792.pdf "	0989
Meat Counter	Beef	Ruminants	Brazil	2014	Journal	41.00		"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	0990
Meat Counter	Beef	Ruminants	Nth America	2013	Report	41.73		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	0991
Meat Counter	Beef	Ruminants	Venizuala	2017	EPD	42.00	pasture	"Benatti, L., B. Biolatti, S. Cinotti, C. Federici, C. Montanari, Kees, d. Roest, D. Rama, N. Brina, S. Daga, V. Mazzini, M. Zuchi, M. Marino and S. Pignatelli (2013). The sustainability of beef to coop market. Italy, coop."	0992
Meat Counter	Beef	Ruminants	greece	2011	Journal	42.30	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0993
Meat Counter	Beef	Ruminants	Brazil	2012	Journal	45.17		"Schroeder, R., L. K. Aguiar and R. Baines (2012). ""Carbon Footprint in Meat Production and Supply Chains."" Journal of Food Science and Engineering 2: 652-665."	0994
Meat Counter	Beef	Ruminants	Brazil	2011	Journal	46.95		"Cederberg, C., U. M. Persson, K. Neovius, S. Molander and R. Clift (2011). ""Including Carbon Emissions from Deforestation in the Carbon Footprint of Brazilian Beef."" Environmental Science & Technology 45(5): 1773-1779."	0995
Meat Counter	Beef	Ruminants	Brazil	2008	Report	58.33		"Blonk, H., A. Kool, B. Luske and S. d. Waart (2008). Environmental effects of protein-rich food products in the Netherlands Consequences of animal protein substitutes Gouda, Blonk Milieuadvies."	0996
Meat Counter	Beef	Ruminants	Brazil	2012	Conference	64.00		"Mieleitner, J., M. Alig, F. Grandl, T. Nemecek and G. r. Gaillard (2012). Environmental impact of beef – role of slaughtering, meat processing and transport. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	0997
Meat Counter	Beef	Ruminants	Asia (East and South East)	2013	Report	69.06		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	0998
Meat Counter	Beef	Ruminants	Sth America (latin America and caribean)	2013	Report	69.06		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	0999
Meat Counter	Beef	Ruminants	Africa (subsaharan)	2013	Report	100.72		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1000
Meat Counter	Beef	Ruminants	Asia (south)	2013	Report	109.35		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1001
Meat Counter	Beef	Ruminants	Australia	2005	Report 		"excluded no system bondary, working described"	"Richards, J. (2012). ""Food’s Carbon Footprint "" Green Eatz Healthy Eating for a Green Planet! from http://www.greeneatz.com/foods-carbon-footprint.html."	1002
Meat Counter	Beef	Ruminants	Netherlands	2008	Report		unclear system boundary	"Blonk, H., A. Kool, B. Luske and S. d. Waart (2008). Environmental effects of protein-rich food products in the Netherlands Consequences of animal protein substitutes Gouda, Blonk Milieuadvies."	1003
Meat Counter	Bigeye Tuna	Fish Counter	Spain	2012	Journal	11.44	"landed fish, offshore long lining Azores"	"Vázquez-Rowe, I., M. Moreira and G. Feijoo (2012). ""Inclusion of discard assessment indicators in fisheries life cycle assessment studies. Expanding the use of fishery-specific impact categories."" The International Journal of Life Cycle Assessment 17(5): 535-549."	1004
Meat Counter	Buffalo	Ruminants	Africa (near east and north)	2013	Report	0.00		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1005
Meat Counter	Buffalo	Ruminants	Sth America (Latin America and Caribean)	2013	Report	48.92		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1006
Meat Counter	Buffalo	Ruminants	Asia (south)	2013	Report	71.94		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1007
Meat Counter	Buffalo	Ruminants	Asia (East and South East)	2013	Report	100.72		"Gerber, P. J., H. Steinfeld, B. Henderson, A. Mottet, C. Opio, J. Dijkman, A. Falcucci and G. Tempio (2013). Tackling climate change through livestock, A global assessment of emissions and mitigation opportunities. Rome, Food and Agriculture Organization of the United Nations (FAO)."	1008
Meat Counter	Carp	Fish Counter	Indonesia	2013	Journal	1.73		"Mungkung, R., J. Aubin, et al. (2013). ""Life Cycle Assessment for environmentally sustainable aquaculture management: a case study of combined aquaculture systems for carp and tilapia."" Journal of Cleaner Production 57(0): 249-256."	1009
Meat Counter	Carp	Fish Counter	Indonesia	2013	Journal	1.76		"Mungkung, R., J. Aubin, et al. (2013). ""Life Cycle Assessment for environmentally sustainable aquaculture management: a case study of combined aquaculture systems for carp and tilapia."" Journal of Cleaner Production 57(0): 249-256."	1010
Meat Counter	Carp	Fish Counter	Indonesia	2013	Journal	1.93		"Mungkung, R., J. Aubin, et al. (2013). ""Life Cycle Assessment for environmentally sustainable aquaculture management: a case study of combined aquaculture systems for carp and tilapia."" Journal of Cleaner Production 57(0): 249-256."	1011
Meat Counter	Catfish	Fish Counter	Vietnam	2011	Journal	8.93	farmed	"Bosma, R., P. Anh and J. Potting (2011). ""Life cycle assessment of intensive striped catfish farming in the Mekong Delta for screening hotspots as input to environmental policy and research agenda."" The International Journal of Life Cycle Assessment 16(9): 903-915."	1012
Meat Counter	Cephalopodsm Varied (Squid)	Shelfish	Spain	2012	Journal	11.61	"landed fish, trawling (Mauritania)"	"Vázquez-Rowe, I., M. Moreira and G. Feijoo (2012). ""Inclusion of discard assessment indicators in fisheries life cycle assessment studies. Expanding the use of fishery-specific impact categories."" The International Journal of Life Cycle Assessment 17(5): 535-549."	1013
Meat Counter	Chicken	Poultry	lativia	2011	Journal	1.06	conventional	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1014
Meat Counter	Chicken	Poultry	lithuania	2011	Journal	1.71	conventional	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1015
Meat Counter	Chicken	Poultry	bulgaria	2011	Journal	1.84		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1016
Meat Counter	Chicken	Poultry	Brazil	2010	Conference	1.97	south of brazil	"Vamilson Prudêncio da Silva, Hayo van der Werf and Sebastião Roberto Soares (2010). LCA of French and Brazilian broiler poultry production system. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy."	1017
Meat Counter	Chicken	Poultry	Sweden	2011	Journal	2.25		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1018
Meat Counter	Chicken	Poultry	Belgium	2011	Journal	2.29		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1019
Meat Counter	Chicken	Poultry	Czech republic	2011	Journal	2.29		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1020
Meat Counter	Chicken	Poultry	romania	2011	Journal	2.36		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1021
Meat Counter	Chicken	Poultry	Spain	2011	Journal	2.46		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1022
Meat Counter	Chicken	Poultry	Sweden	2009	 Report	2.50		"Cederberg, C., U. Sonesson, M. Henriksson, V. Sund and J. Davis (2009). Greenhouse gas emissions from Swedish production of meat, milk and eggs 1990 and 2005. SIK Report No 793. Sweden, SIK."	1023
Meat Counter	Chicken	Poultry	Austria	2011	Journal	2.54		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1024
Meat Counter	Chicken	Poultry	Slovakia	2011	Journal	2.54		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1025
Meat Counter	Chicken	Poultry	Australia SA	2012	Report	2.59		"Wiedemann, S., E. McGahan and G. Poad (2012). Using Life Cycle Assesment to quantify the environmetal impact of chicken meat production. Toowoomba, FSA consulting for RIRDC."	1026
Meat Counter	Chicken	Poultry	United Kingdom	2010	Report	2.60		"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	1027
Meat Counter	Chicken	Poultry	Canada (east)	2006	Journal	2.64		"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2009). ""Long-term trends in greenhouse gas emissions from the Canadian poultry industry."" The Journal of Applied Poultry Research 18(2): 210-222."	1028
Meat Counter	Chicken	Poultry	brazil	2014	Journal	2.67		"Prudêncio da Silva, V., H. M. G. van der Werf, S. R. Soares and M. S. Corson (2014). ""Environmental impacts of French and Brazilian broiler chicken production scenarios: An LCA approach."" Journal of Environmental Management 133(0): 222-231."	1029
Meat Counter	Chicken	Poultry	Canada (west)	2006	Journal	2.69		"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2009). ""Long-term trends in greenhouse gas emissions from the Canadian poultry industry."" The Journal of Applied Poultry Research 18(2): 210-222."	1030
Meat Counter	Chicken	Poultry	USA	2008	Journal	2.70		"Pelletier, N. (2008). ""Environmental performance in the US broiler poultry sector: Life cycle energy use and greenhouse gas, ozone depleting, acidifying and eutrophying emissions."" Agricultural Systems 98(2): 67-73."	1031
Meat Counter	Chicken	Poultry	France	2011	Journal	2.71		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1032
Meat Counter	Chicken	Poultry	Italy	2011	Journal	2.74	conventional	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1033
Meat Counter	Chicken	Poultry	Import	2014	Journal	2.74	Intensive indoor	"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	1034
Meat Counter	Chicken	Poultry	Sweden	2014	Journal	2.74	IIntensive indoor	"Hallström, E., E. Röös and P. Börjesson (2014). ""Sustainable meat consumption: A quantitative analysis of nutritional intake, greenhouse gas emissions and land use from a Swedish perspective."" Food Policy 47(0): 81-90."	1035
Meat Counter	Chicken	Poultry	Canada (west)	2001	Journal	2.75		"Vergé, X. P. C., J. A. Dyer, R. L. Desjardins and D. Worth (2009). ""Long-term trends in greenhouse gas emissions from the Canadian poultry industry."" The Journal of Applied Poultry Research 18(2): 210-222."	1036
Meat Counter	Chicken	Poultry	Brazil	2010	Conference	2.77	Center West (CW)	"Vamilson Prudêncio da Silva, Hayo van der Werf and Sebastião Roberto Soares (2010). LCA of French and Brazilian broiler poultry production system. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy."	1037
Meat Counter	Chicken	Poultry	denmark	2011	Journal	2.77		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	1038
