FoodNumber,FoodName,CO2e,CO2eRef
7923,"CREAM OF MUSHROOM SOUP PACKET AS SERVED",  480,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7924,"CREAM OF TOMATO SOUP PACKET AS SERVED",  150,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7925,"CREAM OF CHICKEN SOUP CARTON READY TO SERVE",  410,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7926,"MUSHROOM SOUP, PREMIUM, CHILLED, CARTON",  480,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7927,"CREAM OF TOMATO SOUP,  CARTON",  150,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7928,"VEGETABLE SOUP CARTON",  150,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7929,"CARTON SOUP OTHER READY SERVE",  150,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7930,"APTAMIL FIRST INFANT FORMULA DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7931,"COW & GATE FIRST INFANT FORMULA, DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7932,"OSTERMILK (FARLEY'S) DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7933,"SMA FIRST INFANT FORMULA MILK, DRY WEIGHT (FORMERLY GOLD)",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7934,"SMA FIRST INFANT MILK READY TO FEED CARTONS",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7935,"COW & GATE INFANT FORMULA FOR HUNGRIER BABIES, DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7936,"OSTERMILK TWO (FARLEY'S) DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7937,"MILUMIL DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7938,"SMA EXTRA HUNGRY INFANT MILK FORMULA DRY WEIGHT (FORMERLY SMA WHITE)",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7939,"SMA EXTRA HUNGRY INFANT INFANT FORMULA MILK, READY TO FEED CARTON",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7940,"OSTER SOY (FARLEY'S) DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7941,"COW & GATE INFASOY INFANT FORMULA DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7942,"ENFAMIL PROSOBEE DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7943,"SMA WYSOY SOYA INFANT FORMULA DRY WEIGHT",   70,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7944,"JUNIOR MILK (FARLEY'S) DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7945,"SMA FOLLOW-ON FORMULA MILK, DRY WEIGHT (FORMERLY PROGRESS)",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7947,"PURE FRUIT PUREES NAS ANY FLAVOUR READY TO EAT (ADDED VIT C 10-20MG)",  144,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7949,"FRUITY JUICE DESSERTS ANY FLAVOUR E.G. HEINZ",  144,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7953,"AMERICAN HARD GUMS",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7955,"FRUIT AND NUT MILK CHOCOLATE",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7956,"CHOCOLATE AND CANDY COVERED NUTS",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7958,"MILK CHOCOLATE RAISINS",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7959,"MILKY WAY BAR & OWN BRAND EQUIVALENTS",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017. multiplied by3.1278"
7960,"WHITE CHOCOLATE BUTTONS MICE",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7961,"M & MS CHOCOLATE CENTRE NOT PEANUT SMARTIES MINSTRELS",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7962,"CREAM EGG/MINTOLAI",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7963,"CRUNCHIE BAR",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7964,"SNICKERS BAR & OWN BRAND EQUIVALENTS",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017. multiplied by3.1278"
7965,"CANDY TOTS SKITTLES TOOTY FROOTIES JELLY BEANS",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7966,"TRACKER BAR PEANUT",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7967,"TRACKER BAR CHOCOLATE CHIP",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7968,"SUGAR FREE MINTS",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7969,"MILK GUMS",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7970,"CHEWING GUM SUGAR FREE",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7972,"BITZ BAR (PLAIN & MILK) MATCHMAKER",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7974,"DAIRY CRUNCH MILK CHOCOLATE NOT WHITE DAIRY CRUNCH",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7975,"DAIRY CRUNCH WHITE CHOCOLATE",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7976,"NOUGAT",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7977,"FRUIT POLOS",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7978,"DOUBLE DECKER",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7979,"BOILED SWEETS SOFT CENTRE",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7980,"CREAMY FUDGE NO ADDITIONS",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7982,"EXTRA STRONG MINTS",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7983,"MINTOES",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7984,"BOOTS FOLLOW ON MILK DRY WEIGHT",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7985,"FROMAGE FRAIS FRUIT FLAVOURED WITH SUGARS & SWEETENERS E.G WEIGHT WATCHERS",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7988,"PEPPERS RED FRESH BOILED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017. multiplied by1"
7989,"PEPPERS YELLOW FRESH BOILED",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
7990,"RAPESEED OIL",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8000,"HADDOCK FILLET RAW",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8001,"HADDOCK SMOKED RAW",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8003,"JELLY LOW IN SUGAR NOT MADE UP",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8004,"TWIN POT PROBIOTIC YOGURT WITH FRUIT AND/OR CRUNCH EG MULLER HEALTHY BALANCE",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8005,"READY BREK  FLAVOURED, DRY WEIGHT",  259,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8006,"TEA, GREEN, INFUSION",  8.4,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8007,"WATER ICING (TOP OF ICED BUN)",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8008,"FRUIT BARS EG. SCHOOL BARS",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8009,"ICE CREAM, STANDARD, NON-DAIRY (MADE WITH WHEY PROTEINS), WITH CHOCOLATE/NUT/TOFFEE/BISCUIT",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8010,"BEEF CURRY, TINNED ONLY",  900,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8011,"MACARONI CHEESE READY MEAL LOW FAT",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8012,"PORK AND BEEF MEATBALLS OVEN BAKED OR GRILLED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8013,"SPECIAL K BERRIES ANY FRUIT ADDITION NOT CHOC OR YOGURT",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8014,"SPECIAL K BLISS WITH CHOC OR YOGURT PIECES",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8015,"CHOCOLATE BROWNIE WITH PECAN NUTS PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8016,"CHOCOLATE BROWNIE NO NUTS PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8017,"CHOCOLATE CAKE WITH FILLING AND ICING PURCHASED ONLY",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8018,"CHOCOLATE WITH FONDANT MINT FILLING AND OR CRISPY PIECES",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8019,"MULTISEED BREAD WHOLEMEAL ONLY",  162,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8020,"MULTISEED BREAD WHITE ONLY",  162,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8021,"KINDER; BUENO, MAXI, HAPPY HIPPO, HAPPY HIPPO COCOA CREAM",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8022,"CEREAL BARS REDUCED FAT ONLY (UF)",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8023,"SMOOTHIES YELLOW BOTTLED PURCHASED FRUIT AND JUICE BLENDS (MAX 1 PORTION)",  144,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8024,"SMOOTHIES RED BOTTLED PURCHASED FRUIT AND JUICE BLENDS (MAX 1 PORTION)",  104,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8025,"CHICKEN BHUNA TAKEAWAY OR PURCHASED",  530,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8026,"ONION RINGS GRILLED",  270,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8027,"RICE PUDDING MADE WITH CLOTTED CREAM",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8028,"ONION SAUCE WITH SEMI-SKIMMED MILK",  141,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8029,"MIXED / SUMMER FRUIT JUICE DRINK RTD LOW CALORIE",  104,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8030,"FRENCH FRIES EG WALKERS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8031,"MILUPA INFANT DRINK DRY",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8032,"MILUPA BABY RICE DRY",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8033,"FLAVOURED AND COATED PEANUTS E.G NOBBY'S",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8034,"SUGAR / SWEETENER MIXES",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8035,"CHICKEN BALTI AND RICE READY MEAL",  530,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8036,"KIT KAT CHUNKY PEANUT BUTTER ONLY",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8037,"SALMON AND NEW POTATO STEAMED READY MEAL",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8038,"SWEET AND SOUR VEGETABLES WITH RICE PURCHASED",  270,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8040,"ROAST CHICKEN WITH POTATOES AND VEGETABLES PURCHASED ONLY",  440,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8041,"VIRTUALLY FAT FREE YOGURT WITH ADDED FIBRE",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8042,"CAPPUCCINO (ESPRESSO AND WHOLE MILK) TAKEAWAY ONLY",   94,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8043,"PASTRAMI",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8044,"CEREAL BARS MADE WITH OATS ONLY (UF)",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8045,"INSTANT MOCHA POWDER (NOT MADE UP)",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8046,"INSTANT LATTE POWDER NOT MADE UP",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8047,"PEANUT BUTTER WHOLEGRAIN WHOLENUT NO ADDED SUGAR",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8048,"CAPPUCCINO (ESPRESSO AND SKIMMED MILK) TAKEAWAY ONLY",   94,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8049,"MACARONI CHEESE PURCHASED READY MEAL",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8050,"CAULIFLOWER CHEESE; READY MEAL PURCHASED STANDARD",  220,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8051,"CAULIFLOWER CHEESE; HEALTHY RANGE READY MEAL PURCHASED",  220,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8052,"MEAT BALLS IN BARBECUE SAUCE",1.27e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8053,"LATTE (ESPRESSO AND WHOLE MILK) TAKEAWAY ONLY",  136,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8054,"POTATOES OLD BOILED/MASHED LF SPRD P/S 40% FAT",  220,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8055,"QUORN IN BREADCRUMBS INC NUGGETS, DIPPERS, GOUJONS, BURGERS",  396,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8056,"CRISPY SEAWEED; PURCHASED OR TAKEAWAY",  270,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8057,"CARAMEL WAFER BAR COVERED IN CHOCOLATE",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8058,"LATTE (ESPRESSO AND SKIMMED MILK) TAKEAWAY ONLY",  136,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8059,"MOCHA (NO CREAM) ESPRESSO AND WHOLE MILK TAKEAWAY ONLY", 21.2,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8060,"MOCHA (NO CREAM) ESPRESSO AND SKIMMED MILK TAKEAWAY ONLY", 21.2,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8061,"MOCHA (WITH CREAM) ESPRESSO AND WHOLE MILK TAKEAWAY ONLY", 21.2,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8062,"POTATOES MASHED REDUCED FAT SPRD 70-80% P/S",  220,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8063,"HOT CHOCOLATE (NO CREAM) WHOLE MILK TAKEAWAY ONLY",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8064,"HOT CHOCOLATE (NO CREAM) SKIMMED MILK TAKEAWAY ONLY",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8065,"HOT CHOCOLATE (WITH CREAM) WHOLE MILK TAKEAWAY ONLY",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8066,"EGG MAYONNAISE PURCHASED",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8067,"ROAST LAMB VEGETABLES AND GRAVY PLATE MEAL",  670,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8068,"MAPLE SYRUP",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8070,"KELLOGGS RICE KRISPIES SQUARES ALL VARIETIES",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8071,"SAUSAGE ROLL FLAKY PASTRY PURCHASED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8072,"PRAWNS WRAPPED IN FILO PASTRY",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8073,"MILK LOAF TOASTED",  162,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8074,"SWEET CHILLI SAUCE DIPPING SAUCE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8075,"VEGETABLE CRISPS FRIED IN SUNFLOWER OIL",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8076,"CHICKEN BURGER AND BUN PURCHASED",  580,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8077,"DRIED RED FRUITS",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8078,"COCONUT MILK PURCHASED",  300,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8079,"COLESLAW PURCHASED NOT LOW CALORIE",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8080,"FILO PASTRY PURCHASED READY MADE COOKED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8081,"SALMON MOUSSE PURCHASED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8082,"FRUIT JUICE FORTIFIED WITH MULTIVITAMINS",  104,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8083,"TARKA OR TADKA DAHL PURCHASED OR TAKEAWAY",  200,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8084,"MIXED LEAF SALAD",   80,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8085,"CANNED TOMATOES WITH LOSSES",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
8086,"CRUNCHY NUT CLUSTERS KELLOGGS",  267,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
